https://en.wikipedia.org/wiki/Cat
/home/class/Documents/Github/ee379k_lab1/ffx/0/0.pcap,195673,3442.59
/home/class/Documents/Github/ee379k_lab1/ffx/0/1.pcap,188731,3456.78
/home/class/Documents/Github/ee379k_lab1/ffx/0/2.pcap,184001,3500.39
/home/class/Documents/Github/ee379k_lab1/ffx/0/3.pcap,178898,3525.31
/home/class/Documents/Github/ee379k_lab1/ffx/0/4.pcap,173592,3542.64
/home/class/Documents/Github/ee379k_lab1/ffx/0/5.pcap,168005,3536.73
/home/class/Documents/Github/ee379k_lab1/ffx/0/6.pcap,163315,3583.48
/home/class/Documents/Github/ee379k_lab1/ffx/0/7.pcap,162490,3607.63
/home/class/Documents/Github/ee379k_lab1/ffx/0/8.pcap,161673,3632.32
/home/class/Documents/Github/ee379k_lab1/ffx/0/9.pcap,160891,3650.90

https://en.wikipedia.org/wiki/Dog
/home/class/Documents/Github/ee379k_lab1/ffx/1/0.pcap,159769,3671.92
/home/class/Documents/Github/ee379k_lab1/ffx/1/1.pcap,159244,3693.30
/home/class/Documents/Github/ee379k_lab1/ffx/1/2.pcap,158554,3704.46
/home/class/Documents/Github/ee379k_lab1/ffx/1/3.pcap,157852,3718.79
/home/class/Documents/Github/ee379k_lab1/ffx/1/4.pcap,157077,3730.51
/home/class/Documents/Github/ee379k_lab1/ffx/1/5.pcap,156604,3756.76
/home/class/Documents/Github/ee379k_lab1/ffx/1/6.pcap,155581,3754.30
/home/class/Documents/Github/ee379k_lab1/ffx/1/7.pcap,154921,3769.95
/home/class/Documents/Github/ee379k_lab1/ffx/1/8.pcap,154494,3803.94
/home/class/Documents/Github/ee379k_lab1/ffx/1/9.pcap,153500,3798.16

https://en.wikipedia.org/wiki/Egress_filtering
/home/class/Documents/Github/ee379k_lab1/ffx/2/0.pcap,152675,3811.02
/home/class/Documents/Github/ee379k_lab1/ffx/2/1.pcap,152353,3849.34
/home/class/Documents/Github/ee379k_lab1/ffx/2/2.pcap,151329,3832.11
/home/class/Documents/Github/ee379k_lab1/ffx/2/3.pcap,151138,3875.16
/home/class/Documents/Github/ee379k_lab1/ffx/2/4.pcap,150269,3877.43
/home/class/Documents/Github/ee379k_lab1/ffx/2/5.pcap,149778,3906.24
/home/class/Documents/Github/ee379k_lab1/ffx/2/6.pcap,148501,3893.01
/home/class/Documents/Github/ee379k_lab1/ffx/2/7.pcap,148578,3944.04
/home/class/Documents/Github/ee379k_lab1/ffx/2/8.pcap,147901,3956.53
/home/class/Documents/Github/ee379k_lab1/ffx/2/9.pcap,147161,3961.15

http://web.mit.edu/
/home/class/Documents/Github/ee379k_lab1/ffx/3/0.pcap,146419,3972.55
/home/class/Documents/Github/ee379k_lab1/ffx/3/1.pcap,145828,4011.99
/home/class/Documents/Github/ee379k_lab1/ffx/3/2.pcap,145151,4025.84
/home/class/Documents/Github/ee379k_lab1/ffx/3/3.pcap,144313,4030.47
/home/class/Documents/Github/ee379k_lab1/ffx/3/4.pcap,143684,4060.24
/home/class/Documents/Github/ee379k_lab1/ffx/3/5.pcap,142455,4051.60
/home/class/Documents/Github/ee379k_lab1/ffx/3/6.pcap,142057,4089.61
/home/class/Documents/Github/ee379k_lab1/ffx/3/7.pcap,141582,4125.84
/home/class/Documents/Github/ee379k_lab1/ffx/3/8.pcap,140906,4136.05
/home/class/Documents/Github/ee379k_lab1/ffx/3/9.pcap,140251,4160.15

http://www.unm.edu/
/home/class/Documents/Github/ee379k_lab1/ffx/4/0.pcap,139797,4191.14
/home/class/Documents/Github/ee379k_lab1/ffx/4/1.pcap,135978,4242.30
/home/class/Documents/Github/ee379k_lab1/ffx/4/2.pcap,133932,4288.52
/home/class/Documents/Github/ee379k_lab1/ffx/4/3.pcap,131890,4342.28
/home/class/Documents/Github/ee379k_lab1/ffx/4/4.pcap,129278,4350.55
/home/class/Documents/Github/ee379k_lab1/ffx/4/5.pcap,127936,4468.44
/home/class/Documents/Github/ee379k_lab1/ffx/4/6.pcap,125982,4529.86
/home/class/Documents/Github/ee379k_lab1/ffx/4/7.pcap,124121,4598.52
/home/class/Documents/Github/ee379k_lab1/ffx/4/8.pcap,122118,4660.88
/home/class/Documents/Github/ee379k_lab1/ffx/4/9.pcap,120245,4748.48

https://cmu.edu/
/home/class/Documents/Github/ee379k_lab1/ffx/5/0.pcap,118192,4806.57
/home/class/Documents/Github/ee379k_lab1/ffx/5/1.pcap,116655,4871.09
