https://en.wikipedia.org/wiki/Cat
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/0.pcap,71500,7350.19
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/1.pcap,71221,7362.75
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/2.pcap,69602,7333.65
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/3.pcap,71697,7458.36
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/4.pcap,69700,7345.63
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/5.pcap,70403,7470.47
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/6.pcap,70550,7429.36
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/7.pcap,70494,7447.54
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/8.pcap,69612,7450.45
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/0/9.pcap,70295,7445.90

https://en.wikipedia.org/wiki/Dog
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/0.pcap,70322,7478.29
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/1.pcap,70960,7481.51
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/2.pcap,70108,7485.65
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/3.pcap,69159,7415.30
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/4.pcap,69580,7462.66
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/5.pcap,69419,7484.79
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/6.pcap,70051,7524.82
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/7.pcap,70242,7550.76
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/8.pcap,69734,7559.08
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/1/9.pcap,69070,7539.84

https://en.wikipedia.org/wiki/Egress_filtering
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/0.pcap,69529,7538.74
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/1.pcap,69505,7494.62
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/2.pcap,69666,7507.28
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/3.pcap,69078,7591.66
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/4.pcap,68745,7522.87
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/5.pcap,69761,7601.80
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/6.pcap,69402,7534.49
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/7.pcap,68554,7523.34
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/8.pcap,69315,7594.58
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/2/9.pcap,67077,7530.37

http://web.mit.edu/
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/0.pcap,68609,7539.26
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/1.pcap,67825,7637.14
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/2.pcap,69026,7710.51
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/3.pcap,68488,7707.16
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/4.pcap,67750,7672.16
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/5.pcap,66880,7632.35
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/6.pcap,68542,7720.37
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/7.pcap,67308,7739.79
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/8.pcap,68360,7721.46
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/3/9.pcap,67646,7709.53

http://www.unm.edu/
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/4/0.pcap,66633,7750.75
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/4/1.pcap,63838,7990.42
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/4/2.pcap,63434,8103.64
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/4/3.pcap,64104,8131.13
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/4/4.pcap,62837,8249.62
/home/class/Documents/Github/ee379k_lab1/ffx_vpn/4/5.pcap,61393,8289.70
